Country Name,Region,Income Group,Year,CO2
Guinea-Bissau,Sub-Saharan Africa,Low income,2010,238.355
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2010,4679.092
Greece,Europe & Central Asia,High income,2010,83856.956
Grenada,Latin America & Caribbean,Upper middle income,2010,260.357
Greenland,Europe & Central Asia,High income,2010,663.727
Guatemala,Latin America & Caribbean,Upper middle income,2010,11664.727
Guam,East Asia & Pacific,High income,2010,
Guyana,Latin America & Caribbean,Upper middle income,2010,1719.823
"Hong Kong SAR, China",East Asia & Pacific,High income,2010,40678.031
Honduras,Latin America & Caribbean,Lower middle income,2010,7975.725
Croatia,Europe & Central Asia,High income,2010,20172.167
Haiti,Latin America & Caribbean,Low income,2010,2126.86
Hungary,Europe & Central Asia,High income,2010,50223.232
Indonesia,East Asia & Pacific,Lower middle income,2010,428760.308
Isle of Man,Europe & Central Asia,High income,2010,
India,South Asia,Lower middle income,2010,1719690.988
Ireland,Europe & Central Asia,High income,2010,40054.641
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2010,573031.089
Iraq,Middle East & North Africa,Upper middle income,2010,112195.532
Iceland,Europe & Central Asia,High income,2010,1961.845
Israel,Middle East & North Africa,High income,2010,68880.928
Italy,Europe & Central Asia,High income,2010,405361.181
Jamaica,Latin America & Caribbean,Upper middle income,2010,7297.33
Jordan,Middle East & North Africa,Upper middle income,2010,21180.592
Japan,East Asia & Pacific,High income,2010,1171624.835
Kazakhstan,Europe & Central Asia,Upper middle income,2010,248549.26
Kenya,Sub-Saharan Africa,Lower middle income,2010,12174.44
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2010,6384.247
Cambodia,East Asia & Pacific,Lower middle income,2010,5012.789
Kiribati,East Asia & Pacific,Lower middle income,2010,62.339
St. Kitts and Nevis,Latin America & Caribbean,High income,2010,220.02
"Korea, Rep.",East Asia & Pacific,High income,2010,566716.515
Kuwait,Middle East & North Africa,High income,2010,89625.147
Lao PDR,East Asia & Pacific,Lower middle income,2010,1639.149
Lebanon,Middle East & North Africa,Upper middle income,2010,20047.489
Liberia,Sub-Saharan Africa,Low income,2010,792.072
Libya,Middle East & North Africa,Upper middle income,2010,61961.299
St. Lucia,Latin America & Caribbean,Upper middle income,2010,403.37
Liechtenstein,Europe & Central Asia,High income,2010,55.005
Sri Lanka,South Asia,Upper middle income,2010,13263.539
Lesotho,Sub-Saharan Africa,Lower middle income,2010,2277.207
Lithuania,Europe & Central Asia,High income,2010,13468.891
Luxembourg,Europe & Central Asia,High income,2010,10967.997
Latvia,Europe & Central Asia,High income,2010,8074.734
"Macao SAR, China",East Asia & Pacific,High income,2010,1408.128
St. Martin (French part),Latin America & Caribbean,High income,2010,
Morocco,Middle East & North Africa,Lower middle income,2010,55958.42
Monaco,Europe & Central Asia,High income,2010,
Moldova,Europe & Central Asia,Lower middle income,2010,4932.115
Madagascar,Sub-Saharan Africa,Low income,2010,1958.178
Maldives,South Asia,Upper middle income,2010,935.085
Mexico,Latin America & Caribbean,Upper middle income,2010,464308.206
Marshall Islands,East Asia & Pacific,Upper middle income,2010,102.676
North Macedonia,Europe & Central Asia,Upper middle income,2010,8602.782
Mali,Sub-Saharan Africa,Low income,2010,964.421
Malta,Middle East & North Africa,High income,2010,2559.566
Myanmar,East Asia & Pacific,Lower middle income,2010,12515.471
Montenegro,Europe & Central Asia,Upper middle income,2010,2581.568
Mongolia,East Asia & Pacific,Lower middle income,2010,13820.923
Northern Mariana Islands,East Asia & Pacific,High income,2010,
Mozambique,Sub-Saharan Africa,Low income,2010,2735.582
Mauritania,Sub-Saharan Africa,Lower middle income,2010,2236.87
Mauritius,Sub-Saharan Africa,Upper middle income,2010,3916.356
Malawi,Sub-Saharan Africa,Low income,2010,1144.104
Malaysia,East Asia & Pacific,Upper middle income,2010,218476.193
Namibia,Sub-Saharan Africa,Upper middle income,2010,3102.282
New Caledonia,East Asia & Pacific,High income,2010,3542.322
Niger,Sub-Saharan Africa,Low income,2010,1173.44
Nigeria,Sub-Saharan Africa,Lower middle income,2010,91517.319
Nicaragua,Latin America & Caribbean,Lower middle income,2010,4536.079
Netherlands,Europe & Central Asia,High income,2010,183052.973
Norway,Europe & Central Asia,High income,2010,60105.797
Nepal,South Asia,Low income,2010,5056.793
Nauru,East Asia & Pacific,Upper middle income,2010,44.004
New Zealand,East Asia & Pacific,High income,2010,31781.889
Oman,Middle East & North Africa,High income,2010,47417.977
Pakistan,South Asia,Lower middle income,2010,161395.671
Panama,Latin America & Caribbean,High income,2010,9163.833
Peru,Latin America & Caribbean,Upper middle income,2010,57593.902
Philippines,East Asia & Pacific,Lower middle income,2010,84869.048
Palau,East Asia & Pacific,High income,2010,253.023
Papua New Guinea,East Asia & Pacific,Lower middle income,2010,4763.433
Poland,Europe & Central Asia,High income,2010,316264.082
Puerto Rico,Latin America & Caribbean,High income,2010,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2010,66453.374
Portugal,Europe & Central Asia,High income,2010,48136.709
Paraguay,Latin America & Caribbean,Upper middle income,2010,5097.13
West Bank and Gaza,Middle East & North Africa,Lower middle income,2010,2035.185
French Polynesia,East Asia & Pacific,High income,2010,858.078
Qatar,Middle East & North Africa,High income,2010,72507.591
Romania,Europe & Central Asia,Upper middle income,2010,79412.552
Russian Federation,Europe & Central Asia,Upper middle income,2010,1670531.186
Rwanda,Sub-Saharan Africa,Low income,2010,590.387
Saudi Arabia,Middle East & North Africa,High income,2010,518491.798
Sudan,Sub-Saharan Africa,Lower middle income,2010,15940.449
Senegal,Sub-Saharan Africa,Lower middle income,2010,7744.704
Singapore,East Asia & Pacific,High income,2010,55643.058
Solomon Islands,East Asia & Pacific,Lower middle income,2010,198.018
Sierra Leone,Sub-Saharan Africa,Low income,2010,726.066
El Salvador,Latin America & Caribbean,Lower middle income,2010,6457.587
San Marino,Europe & Central Asia,High income,2010,
Somalia,Sub-Saharan Africa,Low income,2010,612.389
Serbia,Europe & Central Asia,Upper middle income,2010,45954.844
South Sudan,Sub-Saharan Africa,Low income,2010,
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,2010,99.009
Suriname,Latin America & Caribbean,Upper middle income,2010,2401.885
Slovak Republic,Europe & Central Asia,High income,2010,36240.961
Slovenia,Europe & Central Asia,High income,2010,15335.394
Sweden,Europe & Central Asia,High income,2010,52023.729
Eswatini,Sub-Saharan Africa,Lower middle income,2010,1037.761
Sint Maarten (Dutch part),Latin America & Caribbean,High income,2010,
Seychelles,Sub-Saharan Africa,High income,2010,443.707
Syrian Arab Republic,Middle East & North Africa,Low income,2010,61605.6
Turks and Caicos Islands,Latin America & Caribbean,High income,2010,190.684
Chad,Sub-Saharan Africa,Low income,2010,517.047
Togo,Sub-Saharan Africa,Low income,2010,2640.24
Thailand,East Asia & Pacific,Upper middle income,2010,281926.294
Tajikistan,Europe & Central Asia,Low income,2010,2544.898
Turkmenistan,Europe & Central Asia,Upper middle income,2010,57289.541
Timor-Leste,East Asia & Pacific,Lower middle income,2010,234.688
Tonga,East Asia & Pacific,Upper middle income,2010,117.344
Trinidad and Tobago,Latin America & Caribbean,High income,2010,47935.024
Tunisia,Middle East & North Africa,Lower middle income,2010,27660.181
Turkey,Europe & Central Asia,Upper middle income,2010,298002.422
Tuvalu,East Asia & Pacific,Upper middle income,2010,7.334
Tanzania,Sub-Saharan Africa,Low income,2010,7106.646
Uganda,Sub-Saharan Africa,Low income,2010,3920.023
Ukraine,Europe & Central Asia,Lower middle income,2010,304643.359
Uruguay,Latin America & Caribbean,High income,2010,6387.914
United States,North America,High income,2010,5395532.125
Uzbekistan,Europe & Central Asia,Lower middle income,2010,104168.469
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2010,220.02
"Venezuela, RB",Latin America & Caribbean,Upper middle income,2010,189070.52
British Virgin Islands,Latin America & Caribbean,High income,2010,172.349
Virgin Islands (U.S.),Latin America & Caribbean,High income,2010,
Vietnam,East Asia & Pacific,Lower middle income,2010,142737.975
Vanuatu,East Asia & Pacific,Lower middle income,2010,121.011
Samoa,East Asia & Pacific,Upper middle income,2010,187.017
Kosovo,Europe & Central Asia,Upper middle income,2010,
"Yemen, Rep.",Middle East & North Africa,Low income,2010,23432.13
South Africa,Sub-Saharan Africa,Upper middle income,2010,474099.096
Zambia,Sub-Saharan Africa,Lower middle income,2010,2691.578
Zimbabwe,Sub-Saharan Africa,Lower middle income,2010,7777.707
Aruba,Latin America & Caribbean,High income,2011,2500.894
Afghanistan,South Asia,Low income,2011,12240.446
Angola,Sub-Saharan Africa,Lower middle income,2011,30340.758
Albania,Europe & Central Asia,Upper middle income,2011,5240.143
Andorra,Europe & Central Asia,High income,2011,491.378
United Arab Emirates,Middle East & North Africa,High income,2011,165440.372
Argentina,Latin America & Caribbean,Upper middle income,2011,191633.753
Armenia,Europe & Central Asia,Upper middle income,2011,4917.447
American Samoa,East Asia & Pacific,Upper middle income,2011,
Antigua and Barbuda,Latin America & Caribbean,High income,2011,513.38
Australia,East Asia & Pacific,High income,2011,391818.95
Austria,Europe & Central Asia,High income,2011,65019.577
Azerbaijan,Europe & Central Asia,Upper middle income,2011,33446.707
Burundi,Sub-Saharan Africa,Low income,2011,242.022
Belgium,Europe & Central Asia,High income,2011,99944.085
Benin,Sub-Saharan Africa,Low income,2011,5295.148
Burkina Faso,Sub-Saharan Africa,Low income,2011,2211.201
Bangladesh,South Asia,Lower middle income,2011,63413.431
Bulgaria,Europe & Central Asia,Upper middle income,2011,49346.819
Bahrain,Middle East & North Africa,High income,2011,28650.271
"Bahamas, The",Latin America & Caribbean,High income,2011,1866.503
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2011,23886.838
Belarus,Europe & Central Asia,Upper middle income,2011,64062.49
Belize,Latin America & Caribbean,Upper middle income,2011,601.388
Bermuda,North America,High income,2011,443.707
Bolivia,Latin America & Caribbean,Lower middle income,2011,16145.801
Brazil,Latin America & Caribbean,Upper middle income,2011,439412.943
Barbados,Latin America & Caribbean,High income,2011,1529.139
Brunei Darussalam,East Asia & Pacific,High income,2011,9695.548
Bhutan,South Asia,Lower middle income,2011,733.4
Botswana,Sub-Saharan Africa,Upper middle income,2011,4176.713
Central African Republic,Sub-Saharan Africa,Low income,2011,278.692
Canada,North America,High income,2011,537112.824
Switzerland,Europe & Central Asia,High income,2011,36967.027
Channel Islands,Europe & Central Asia,High income,2011,
Chile,Latin America & Caribbean,High income,2011,79243.87
China,East Asia & Pacific,Upper middle income,2011,9733538.12
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2011,7249.659
Cameroon,Sub-Saharan Africa,Lower middle income,2011,5768.191
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2011,2493.56
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2011,2258.872
Colombia,Latin America & Caribbean,Upper middle income,2011,76530.29
Comoros,Sub-Saharan Africa,Lower middle income,2011,135.679
Cabo Verde,Sub-Saharan Africa,Lower middle income,2011,616.056
Costa Rica,Latin America & Caribbean,Upper middle income,2011,7741.037
Cuba,Latin America & Caribbean,Upper middle income,2011,35987.938
Curaçao,Latin America & Caribbean,High income,2011,
Cayman Islands,Latin America & Caribbean,High income,2011,586.72
Cyprus,Europe & Central Asia,High income,2011,7425.675
Czech Republic,Europe & Central Asia,High income,2011,106907.718
Germany,Europe & Central Asia,High income,2011,732497.918
Djibouti,Middle East & North Africa,Lower middle income,2011,473.043
Dominica,Latin America & Caribbean,Upper middle income,2011,128.345
Denmark,Europe & Central Asia,High income,2011,40645.028
Dominican Republic,Latin America & Caribbean,Upper middle income,2011,21228.263
Algeria,Middle East & North Africa,Upper middle income,2011,121187.016
Ecuador,Latin America & Caribbean,Upper middle income,2011,38609.843
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2011,217163.407
Eritrea,Sub-Saharan Africa,Low income,2011,594.054
Spain,Europe & Central Asia,High income,2011,270547.593
Estonia,Europe & Central Asia,High income,2011,18606.358
Ethiopia,Sub-Saharan Africa,Low income,2011,7726.369
Finland,Europe & Central Asia,High income,2011,56816.498
Fiji,East Asia & Pacific,Upper middle income,2011,1089.099
France,Europe & Central Asia,High income,2011,331804.828
Faroe Islands,Europe & Central Asia,High income,2011,568.385
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2011,121.011
Gabon,Sub-Saharan Africa,Upper middle income,2011,4972.452
United Kingdom,Europe & Central Asia,High income,2011,447828.708
Georgia,Europe & Central Asia,Upper middle income,2011,7972.058
Ghana,Sub-Saharan Africa,Lower middle income,2011,9831.227
Gibraltar,Europe & Central Asia,High income,2011,451.041
Guinea,Sub-Saharan Africa,Low income,2011,2779.586
"Gambia, The",Sub-Saharan Africa,Low income,2011,447.374
Guinea-Bissau,Sub-Saharan Africa,Low income,2011,245.689
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2011,6127.557
Greece,Europe & Central Asia,High income,2011,79841.591
Grenada,Latin America & Caribbean,Upper middle income,2011,253.023
Greenland,Europe & Central Asia,High income,2011,707.731
Guatemala,Latin America & Caribbean,Upper middle income,2011,11837.076
Guam,East Asia & Pacific,High income,2011,
Guyana,Latin America & Caribbean,Upper middle income,2011,1782.162
"Hong Kong SAR, China",East Asia & Pacific,High income,2011,43794.981
Honduras,Latin America & Caribbean,Lower middle income,2011,8954.814
Croatia,Europe & Central Asia,High income,2011,19809.134
Haiti,Latin America & Caribbean,Low income,2011,2218.535
Hungary,Europe & Central Asia,High income,2011,47843.349
Indonesia,East Asia & Pacific,Lower middle income,2011,603665.207
Isle of Man,Europe & Central Asia,High income,2011,
India,South Asia,Lower middle income,2011,1841776.419
Ireland,Europe & Central Asia,High income,2011,35632.239
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2011,589055.879
Iraq,Middle East & North Africa,Upper middle income,2011,134384.549
Iceland,Europe & Central Asia,High income,2011,1881.171
Israel,Middle East & North Africa,High income,2011,69130.284
Italy,Europe & Central Asia,High income,2011,397994.178
Jamaica,Latin America & Caribbean,Upper middle income,2011,7858.381
Jordan,Middle East & North Africa,Upper middle income,2011,21668.303
Japan,East Asia & Pacific,High income,2011,1191074.603
Kazakhstan,Europe & Central Asia,Upper middle income,2011,259058.882
Kenya,Sub-Saharan Africa,Lower middle income,2011,13457.89
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2011,7656.696
Cambodia,East Asia & Pacific,Lower middle income,2011,5207.14
Kiribati,East Asia & Pacific,Lower middle income,2011,62.339
St. Kitts and Nevis,Latin America & Caribbean,High income,2011,231.021
"Korea, Rep.",East Asia & Pacific,High income,2011,589400.577
Kuwait,Middle East & North Africa,High income,2011,91029.608
Lao PDR,East Asia & Pacific,Lower middle income,2011,1624.481
Lebanon,Middle East & North Africa,Upper middle income,2011,20443.525
Liberia,Sub-Saharan Africa,Low income,2011,891.081
Libya,Middle East & North Africa,Upper middle income,2011,39702.609
St. Lucia,Latin America & Caribbean,Upper middle income,2011,407.037
Liechtenstein,Europe & Central Asia,High income,2011,47.671
Sri Lanka,South Asia,Upper middle income,2011,15137.376
Lesotho,Sub-Saharan Africa,Lower middle income,2011,2332.212
Lithuania,Europe & Central Asia,High income,2011,13787.92
Luxembourg,Europe & Central Asia,High income,2011,10938.661
Latvia,Europe & Central Asia,High income,2011,7293.663
"Macao SAR, China",East Asia & Pacific,High income,2011,1448.465
St. Martin (French part),Latin America & Caribbean,High income,2011,
Morocco,Middle East & North Africa,Lower middle income,2011,57685.577
Monaco,Europe & Central Asia,High income,2011,
Moldova,Europe & Central Asia,Lower middle income,2011,5038.458
Madagascar,Sub-Saharan Africa,Low income,2011,2339.546
Maldives,South Asia,Upper middle income,2011,986.423
Mexico,Latin America & Caribbean,Upper middle income,2011,484429.035
Marshall Islands,East Asia & Pacific,Upper middle income,2011,102.676
North Macedonia,Europe & Central Asia,Upper middle income,2011,9398.521
Mali,Sub-Saharan Africa,Low income,2011,1045.095
Malta,Middle East & North Africa,High income,2011,2541.231
Myanmar,East Asia & Pacific,Lower middle income,2011,14297.633
Montenegro,Europe & Central Asia,Upper middle income,2011,2570.567
Mongolia,East Asia & Pacific,Lower middle income,2011,21499.621
Northern Mariana Islands,East Asia & Pacific,High income,2011,
Mozambique,Sub-Saharan Africa,Low income,2011,3223.293
Mauritania,Sub-Saharan Africa,Lower middle income,2011,2394.551
Mauritius,Sub-Saharan Africa,Upper middle income,2011,3920.023
Malawi,Sub-Saharan Africa,Low income,2011,1180.774
Malaysia,East Asia & Pacific,Upper middle income,2011,220405.035
Namibia,Sub-Saharan Africa,Upper middle income,2011,2830.924
New Caledonia,East Asia & Pacific,High income,2011,3648.665
Niger,Sub-Saharan Africa,Low income,2011,1327.454
Nigeria,Sub-Saharan Africa,Lower middle income,2011,95694.032
Nicaragua,Latin America & Caribbean,Lower middle income,2011,4880.777
Netherlands,Europe & Central Asia,High income,2011,174167.832
Norway,Europe & Central Asia,High income,2011,45195.775
Nepal,South Asia,Low income,2011,5533.503
Nauru,East Asia & Pacific,Upper middle income,2011,40.337
New Zealand,East Asia & Pacific,High income,2011,31503.197
Oman,Middle East & North Africa,High income,2011,54029.578
Pakistan,South Asia,Lower middle income,2011,161956.722
Panama,Latin America & Caribbean,High income,2011,10098.918
Peru,Latin America & Caribbean,Upper middle income,2011,49632.845
Philippines,East Asia & Pacific,Lower middle income,2011,85496.105
Palau,East Asia & Pacific,High income,2011,253.023
Papua New Guinea,East Asia & Pacific,Lower middle income,2011,5328.151
Poland,Europe & Central Asia,High income,2011,316997.482
Puerto Rico,Latin America & Caribbean,High income,2011,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2011,48034.033
Portugal,Europe & Central Asia,High income,2011,47623.329
Paraguay,Latin America & Caribbean,Upper middle income,2011,5320.817
West Bank and Gaza,Middle East & North Africa,Lower middle income,2011,2247.871
French Polynesia,East Asia & Pacific,High income,2011,832.409
Qatar,Middle East & North Africa,High income,2011,80435.645
Romania,Europe & Central Asia,Upper middle income,2011,84880.049
Russian Federation,Europe & Central Asia,Upper middle income,2011,1763405.295
Rwanda,Sub-Saharan Africa,Low income,2011,663.727
Saudi Arabia,Middle East & North Africa,High income,2011,499878.106
Sudan,Sub-Saharan Africa,Lower middle income,2011,15658.09
Senegal,Sub-Saharan Africa,Lower middle income,2011,8368.094
Singapore,East Asia & Pacific,High income,2011,45221.444
Solomon Islands,East Asia & Pacific,Lower middle income,2011,198.018
Sierra Leone,Sub-Saharan Africa,Low income,2011,898.415
El Salvador,Latin America & Caribbean,Lower middle income,2011,6648.271
San Marino,Europe & Central Asia,High income,2011,
Somalia,Sub-Saharan Africa,Low income,2011,605.055
Serbia,Europe & Central Asia,Upper middle income,2011,49218.474
South Sudan,Sub-Saharan Africa,Low income,2011,
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,2011,102.676
Suriname,Latin America & Caribbean,Upper middle income,2011,1969.179
Slovak Republic,Europe & Central Asia,High income,2011,34524.805
Slovenia,Europe & Central Asia,High income,2011,15089.705
Sweden,Europe & Central Asia,High income,2011,51734.036
Eswatini,Sub-Saharan Africa,Lower middle income,2011,1048.762
Sint Maarten (Dutch part),Latin America & Caribbean,High income,2011,
Seychelles,Sub-Saharan Africa,High income,2011,341.031
Syrian Arab Republic,Middle East & North Africa,Low income,2011,56908.173
Turks and Caicos Islands,Latin America & Caribbean,High income,2011,190.684
Chad,Sub-Saharan Africa,Low income,2011,539.049
Togo,Sub-Saharan Africa,Low income,2011,2464.224
Thailand,East Asia & Pacific,Upper middle income,2011,278317.966
Tajikistan,Europe & Central Asia,Low income,2011,2350.547
Turkmenistan,Europe & Central Asia,Upper middle income,2011,62467.345
Timor-Leste,East Asia & Pacific,Lower middle income,2011,245.689
Tonga,East Asia & Pacific,Upper middle income,2011,102.676
Trinidad and Tobago,Latin America & Caribbean,High income,2011,46933.933
Tunisia,Middle East & North Africa,Lower middle income,2011,26021.032
Turkey,Europe & Central Asia,Upper middle income,2011,320840.498
Tuvalu,East Asia & Pacific,Upper middle income,2011,7.334
Tanzania,Sub-Saharan Africa,Low income,2011,8093.069
Uganda,Sub-Saharan Africa,Low income,2011,4264.721
Ukraine,Europe & Central Asia,Lower middle income,2011,286392.7
Uruguay,Latin America & Caribbean,High income,2011,7763.039
United States,North America,High income,2011,5289680.503
Uzbekistan,Europe & Central Asia,Lower middle income,2011,113684.334
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2011,198.018
"Venezuela, RB",Latin America & Caribbean,Upper middle income,2011,176822.74
British Virgin Islands,Latin America & Caribbean,High income,2011,176.016
Virgin Islands (U.S.),Latin America & Caribbean,High income,2011,
Vietnam,East Asia & Pacific,Lower middle income,2011,152169.499
Vanuatu,East Asia & Pacific,Lower middle income,2011,132.012
Samoa,East Asia & Pacific,Upper middle income,2011,201.685
Kosovo,Europe & Central Asia,Upper middle income,2011,
"Yemen, Rep.",Middle East & North Africa,Low income,2011,19666.121
South Africa,Sub-Saharan Africa,Upper middle income,2011,470582.443
Zambia,Sub-Saharan Africa,Lower middle income,2011,2937.267
Zimbabwe,Sub-Saharan Africa,Lower middle income,2011,9563.536
Aruba,Latin America & Caribbean,High income,2012,1349.456
Afghanistan,South Asia,Low income,2012,10755.311
Angola,Sub-Saharan Africa,Lower middle income,2012,33399.036
Albania,Europe & Central Asia,Upper middle income,2012,4910.113
Andorra,Europe & Central Asia,High income,2012,487.711
United Arab Emirates,Middle East & North Africa,High income,2012,176386.367
Argentina,Latin America & Caribbean,Upper middle income,2012,192356.152
Armenia,Europe & Central Asia,Upper middle income,2012,5694.851
American Samoa,East Asia & Pacific,Upper middle income,2012,
Antigua and Barbuda,Latin America & Caribbean,High income,2012,524.381
Australia,East Asia & Pacific,High income,2012,388126.281
Austria,Europe & Central Asia,High income,2012,62272.994
Azerbaijan,Europe & Central Asia,Upper middle income,2012,35555.232
Burundi,Sub-Saharan Africa,Low income,2012,282.359
Belgium,Europe & Central Asia,High income,2012,95107.312
Benin,Sub-Saharan Africa,Low income,2012,5471.164
Burkina Faso,Sub-Saharan Africa,Low income,2012,2629.239
Bangladesh,South Asia,Lower middle income,2012,67505.803
Bulgaria,Europe & Central Asia,Upper middle income,2012,44708.064
Bahrain,Middle East & North Africa,High income,2012,26673.758
"Bahamas, The",Latin America & Caribbean,High income,2012,1969.179
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2012,22258.69
Belarus,Europe & Central Asia,Upper middle income,2012,63222.747
Belize,Latin America & Caribbean,Upper middle income,2012,476.71
Bermuda,North America,High income,2012,476.71
Bolivia,Latin America & Caribbean,Lower middle income,2012,18793.375
Brazil,Latin America & Caribbean,Upper middle income,2012,470028.726
Barbados,Latin America & Caribbean,High income,2012,1470.467
Brunei Darussalam,East Asia & Pacific,High income,2012,9666.212
Bhutan,South Asia,Lower middle income,2012,817.741
Botswana,Sub-Saharan Africa,Upper middle income,2012,4231.718
Central African Republic,Sub-Saharan Africa,Low income,2012,293.36
Canada,North America,High income,2012,517457.704
Switzerland,Europe & Central Asia,High income,2012,37773.767
Channel Islands,Europe & Central Asia,High income,2012,
Chile,Latin America & Caribbean,High income,2012,80974.694
China,East Asia & Pacific,Upper middle income,2012,10028573.939
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2012,9295.845
Cameroon,Sub-Saharan Africa,Lower middle income,2012,6127.557
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2012,2401.885
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2012,2970.27
Colombia,Latin America & Caribbean,Upper middle income,2012,79951.601
Comoros,Sub-Saharan Africa,Lower middle income,2012,143.013
Cabo Verde,Sub-Saharan Africa,Lower middle income,2012,506.046
Costa Rica,Latin America & Caribbean,Upper middle income,2012,7766.706
Cuba,Latin America & Caribbean,Upper middle income,2012,36156.62
Curaçao,Latin America & Caribbean,High income,2012,5999.212
Cayman Islands,Latin America & Caribbean,High income,2012,535.382
Cyprus,Europe & Central Asia,High income,2012,6919.629
Czech Republic,Europe & Central Asia,High income,2012,101029.517
Germany,Europe & Central Asia,High income,2012,739861.254
Djibouti,Middle East & North Africa,Lower middle income,2012,517.047
Dominica,Latin America & Caribbean,Upper middle income,2012,135.679
Denmark,Europe & Central Asia,High income,2012,36427.978
Dominican Republic,Latin America & Caribbean,Upper middle income,2012,22123.011
Algeria,Middle East & North Africa,Upper middle income,2012,129987.816
Ecuador,Latin America & Caribbean,Upper middle income,2012,38140.467
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2012,217068.065
Eritrea,Sub-Saharan Africa,Low income,2012,660.06
Spain,Europe & Central Asia,High income,2012,264779.402
Estonia,Europe & Central Asia,High income,2012,17623.602
Ethiopia,Sub-Saharan Africa,Low income,2012,8562.445
Finland,Europe & Central Asia,High income,2012,49134.133
Fiji,East Asia & Pacific,Upper middle income,2012,1059.763
France,Europe & Central Asia,High income,2012,333227.624
Faroe Islands,Europe & Central Asia,High income,2012,590.387
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2012,135.679
Gabon,Sub-Saharan Africa,Upper middle income,2012,5104.464
United Kingdom,Europe & Central Asia,High income,2012,468572.927
Georgia,Europe & Central Asia,Upper middle income,2012,8441.434
Ghana,Sub-Saharan Africa,Lower middle income,2012,11877.413
Gibraltar,Europe & Central Asia,High income,2012,462.042
Guinea,Sub-Saharan Africa,Low income,2012,2581.568
"Gambia, The",Sub-Saharan Africa,Low income,2012,454.708
Guinea-Bissau,Sub-Saharan Africa,Low income,2012,253.023
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2012,5115.465
Greece,Europe & Central Asia,High income,2012,80043.276
Grenada,Latin America & Caribbean,Upper middle income,2012,271.358
Greenland,Europe & Central Asia,High income,2012,568.385
Guatemala,Latin America & Caribbean,Upper middle income,2012,11972.755
Guam,East Asia & Pacific,High income,2012,
Guyana,Latin America & Caribbean,Upper middle income,2012,1994.848
"Hong Kong SAR, China",East Asia & Pacific,High income,2012,43424.614
Honduras,Latin America & Caribbean,Lower middle income,2012,8984.15
Croatia,Europe & Central Asia,High income,2012,17993.969
Haiti,Latin America & Caribbean,Low income,2012,2313.877
Hungary,Europe & Central Asia,High income,2012,44583.386
Indonesia,East Asia & Pacific,Lower middle income,2012,637078.911
Isle of Man,Europe & Central Asia,High income,2012,
India,South Asia,Lower middle income,2012,2018503.817
Ireland,Europe & Central Asia,High income,2012,35591.902
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2012,611758.276
Iraq,Middle East & North Africa,Upper middle income,2012,152723.216
Iceland,Europe & Central Asia,High income,2012,1800.497
Israel,Middle East & North Africa,High income,2012,75529.199
Italy,Europe & Central Asia,High income,2012,369468.585
Jamaica,Latin America & Caribbean,Upper middle income,2012,7462.345
Jordan,Middle East & North Africa,Upper middle income,2012,24444.222
Japan,East Asia & Pacific,High income,2012,1230168.49
Kazakhstan,Europe & Central Asia,Upper middle income,2012,242971.753
Kenya,Sub-Saharan Africa,Lower middle income,2012,12515.471
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2012,10131.921
Cambodia,East Asia & Pacific,Lower middle income,2012,5456.496
Kiribati,East Asia & Pacific,Lower middle income,2012,62.339
St. Kitts and Nevis,Latin America & Caribbean,High income,2012,220.02
"Korea, Rep.",East Asia & Pacific,High income,2012,583966.083
Kuwait,Middle East & North Africa,High income,2012,102334.969
Lao PDR,East Asia & Pacific,Lower middle income,2012,1697.821
Lebanon,Middle East & North Africa,Upper middle income,2012,22632.724
Liberia,Sub-Saharan Africa,Low income,2012,1026.76
Libya,Middle East & North Africa,Upper middle income,2012,52683.789
St. Lucia,Latin America & Caribbean,Upper middle income,2012,407.037
Liechtenstein,Europe & Central Asia,High income,2012,47.671
